GUID,GEOGID,GEOGDESC,Reference Geography,ED_GUID,ED_ID_STR,ED_ENGLISH,ED_GAEILGE,ED_OFFICIAL,LEA_GUID,CSO_LEA,LEA_ID,LEA_OFFICIAL,LA_GUID,LOCAL_AUTHORITY,LA_CODE,COUNTY,CONTAE,PROVINCE,NUTS3,NUTS3_NAME,NUTS2,NUTS2_NAME,NUTS1,NUTS1_NAME,Total - Females (Normalisation) ,Total - Males (Normalisation),Total Population (Normalisation),Occupied (Normalisation),Temporarily absent (Normalisation),Unoccupied holiday homes (Normalisation),Other vacant dwellings (Normalisation),Total dwellings (Normalisation),AREA,Area unit of measure,Shape__Area,Shape__Length,GUID,Professional workers - Males,Managerial and technical - Males,Non-manual - Males,Skilled manual - Males,Semi-skilled - Males,Unskilled - Males,All others gainfully occupied and unknown - Males,Total - Males,Professional workers - Females,Managerial and technical - Females,Non-manual - Females,Skilled manual - Females,Semi-skilled - Females,Unskilled - Females,All others gainfully occupied and unknown - Females,Total - Females,Professional workers - Total,Managerial and technical - Total,Non-manual - Total,Skilled manual - Total,Semi-skilled - Total,Unskilled - Total,All others gainfully occupied and unknown - Total,Total,ObjectId
2ae19629-192f-13a3-e055-000000000001,2ae19629-192f-13a3-e055-000000000001,KILFIAN WEST,CSO ED-2022,2ae19629-192f-13a3-e055-000000000001,157093,KILFIAN WEST,CILL AODHÁIN THIAR,Y,2ae19629-3f14-13a3-e055-000000000001,BALLINA,13150400,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,48,61,109,50,0,1,15,66,86421000,Sq Metres,86420599.0631409,50229.6487520642,2ae19629-192f-13a3-e055-000000000001,2,20,5,12,7,4,11,61,1,18,9,8,1,2,9,48,3,38,14,20,8,6,20,109,3072
2ae19629-1930-13a3-e055-000000000001,2ae19629-1930-13a3-e055-000000000001,KILGARVAN,CSO ED-2022,2ae19629-1930-13a3-e055-000000000001,157094,KILGARVAN,CILL NA NGARBHÁN,Y,2ae19629-3f14-13a3-e055-000000000001,BALLINA,13150400,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,424,433,857,325,3,19,60,407,55077000,Sq Metres,55077019.0079651,41733.6506401461,2ae19629-1930-13a3-e055-000000000001,36,111,62,109,55,25,35,433,25,126,106,50,63,10,44,424,61,237,168,159,118,35,79,857,3073
2ae19629-193a-13a3-e055-000000000001,2ae19629-193a-13a3-e055-000000000001,ACHILL,CSO ED-2022,2ae19629-193a-13a3-e055-000000000001,157001,ACHILL,ACAILL,Y,2ae19629-3f17-13a3-e055-000000000001,BELMULLET,13150403,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,404,394,798,353,5,198,57,613,35821000,Sq Metres,35821399.0041809,70055.1288147219,2ae19629-193a-13a3-e055-000000000001,30,64,45,131,52,35,37,394,26,101,99,49,58,14,57,404,56,165,144,180,110,49,94,798,3074
2ae19629-193c-13a3-e055-000000000001,2ae19629-193c-13a3-e055-000000000001,CAPPAGHDUFF,CSO ED-2022,2ae19629-193c-13a3-e055-000000000001,157045,CAPPAGHDUFF,AN CHEAPAIGH DHUIBH,Y,2ae19629-3f16-13a3-e055-000000000001,CASTLEBAR,13150402,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,181,185,366,139,1,33,23,196,47334000,Sq Metres,47333522.2977295,41874.6300068468,2ae19629-193c-13a3-e055-000000000001,16,64,24,37,22,9,13,185,11,67,37,16,20,4,26,181,27,131,61,53,42,13,39,366,3075
2ae19629-193d-13a3-e055-000000000001,2ae19629-193d-13a3-e055-000000000001,KILGEEVER,CSO ED-2022,2ae19629-193d-13a3-e055-000000000001,157095,KILGEEVER,CILL GHAOBHAIR,Y,2ae19629-3ef4-13a3-e055-111110000001,WESTPORT,13150404,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,49,53,102,44,0,9,9,62,61668000,Sq Metres,61668061.9461365,44700.190734069,2ae19629-193d-13a3-e055-000000000001,2,19,8,9,8,5,2,53,3,16,8,5,8,0,9,49,5,35,16,14,16,5,11,102,3076
2ae19629-193e-13a3-e055-000000000001,2ae19629-193e-13a3-e055-000000000001,KILKELLY,CSO ED-2022,2ae19629-193e-13a3-e055-000000000001,157096,KILKELLY,CILL CHEALLAIGH,Y,2ae19629-3ef4-13a3-e055-999110000001,SWINFORD,13150405,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,451,510,961,384,13,55,117,569,40783000,Sq Metres,40782523.1251526,40732.3484943803,2ae19629-193e-13a3-e055-000000000001,29,130,73,113,69,25,71,510,20,129,95,30,87,5,85,451,49,259,168,143,156,30,156,961,3077
2ae19629-193f-13a3-e055-000000000001,2ae19629-193f-13a3-e055-000000000001,KILLALA,CSO ED-2022,2ae19629-193f-13a3-e055-000000000001,157097,KILLALA,CILL ALA,Y,2ae19629-3f14-13a3-e055-000000000001,BALLINA,13150400,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,658,667,1325,514,9,67,112,702,41171000,Sq Metres,41170828.1777954,77324.9579083326,2ae19629-193f-13a3-e055-000000000001,32,162,92,145,114,29,93,667,30,174,164,63,100,17,110,658,62,336,256,208,214,46,203,1325,3078
2ae19629-1942-13a3-e055-000000000001,2ae19629-1942-13a3-e055-000000000001,NEWTOWN FORBES,CSO ED-2022,2ae19629-1942-13a3-e055-000000000001,137053,NEWTOWN FORBES,AN LIOS BREAC,Y,2ae19629-3f0f-13a3-e055-000000000001,LONGFORD,13130402,Y,2ae19629-1490-13a3-e055-000000000001,LONGFORD COUNTY COUNCIL,LD,LONGFORD,An Longfort,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,485,500,985,412,6,10,86,514,28868000,Sq Metres,28867524.4905396,43148.6486762146,2ae19629-1942-13a3-e055-000000000001,33,118,68,99,66,17,99,500,28,117,117,29,66,8,120,485,61,235,185,128,132,25,219,985,3079
2ae19629-1944-13a3-e055-000000000001,2ae19629-1944-13a3-e055-000000000001,ADDERGOOLE,CSO ED-2022,2ae19629-1944-13a3-e055-000000000001,157002,ADDERGOOLE,EADARGÚIL,Y,2ae19629-3f16-13a3-e055-000000000001,CASTLEBAR,13150402,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,433,467,900,342,6,66,94,508,53261000,Sq Metres,53260860.8011169,43685.580755475,2ae19629-1944-13a3-e055-000000000001,37,130,80,94,71,17,38,467,25,172,90,35,66,8,37,433,62,302,170,129,137,25,75,900,3080
2ae19629-1948-13a3-e055-000000000001,2ae19629-1948-13a3-e055-000000000001,CASTLEBAR RURAL,CSO ED-2022,2ae19629-1948-13a3-e055-000000000001,157048,CASTLEBAR RURAL,CAISLEÁN AN BHARRAIGH (TUATH),Y,2ae19629-3f16-13a3-e055-000000000001,CASTLEBAR,13150402,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,4093,3842,7935,2996,49,36,231,3312,40859000,Sq Metres,40858981.1001282,63859.5434860422,2ae19629-1948-13a3-e055-000000000001,461,1102,550,686,440,127,476,3842,363,1434,885,293,443,122,553,4093,824,2536,1435,979,883,249,1029,7935,3081
2ae19629-194a-13a3-e055-000000000001,2ae19629-194a-13a3-e055-000000000001,CLARE ISLAND,CSO ED-2022,2ae19629-194a-13a3-e055-000000000001,157050,CLARE ISLAND,CLIARA,Y,2ae19629-3ef4-13a3-e055-111110000001,WESTPORT,13150404,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,96,98,194,76,0,40,35,151,22827000,Sq Metres,22826517.9235229,52798.8214522498,2ae19629-194a-13a3-e055-000000000001,8,34,9,8,26,3,10,98,4,36,14,7,23,2,10,96,12,70,23,15,49,5,20,194,3082
2ae19629-194c-13a3-e055-000000000001,2ae19629-194c-13a3-e055-000000000001,KILLEDAN,CSO ED-2022,2ae19629-194c-13a3-e055-000000000001,157099,KILLEDAN,CILL LIADÁIN,Y,2ae19629-3ef4-13a3-e055-999110000001,SWINFORD,13150405,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,348,339,687,270,6,24,55,355,24959000,Sq Metres,24959495.8539734,39394.005004583,2ae19629-194c-13a3-e055-000000000001,30,103,38,65,50,14,39,339,20,134,84,21,41,12,36,348,50,237,122,86,91,26,75,687,3083
2ae19629-194e-13a3-e055-000000000001,2ae19629-194e-13a3-e055-000000000001,ARDEE RURAL,CSO ED-2022,2ae19629-194e-13a3-e055-000000000001,147001,ARDEE RURAL,BAILE ÁTHA FHIRDHIA (TUATH),Y,2ae19629-3f12-13a3-e055-000000000001,ARDEE,13140402,Y,2ae19629-1491-13a3-e055-000000000001,LOUTH COUNTY COUNCIL,LH,LOUTH,Lú,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,1502,1507,3009,1000,15,3,82,1100,62870000,Sq Metres,62869937.3948364,58635.0732568569,2ae19629-194e-13a3-e055-000000000001,127,470,188,370,155,51,146,1507,106,586,288,169,164,28,161,1502,233,1056,476,539,319,79,307,3009,3084
2ae19629-1950-13a3-e055-000000000001,2ae19629-1950-13a3-e055-000000000001,BALLYMASCANLAN,CSO ED-2022,2ae19629-1950-13a3-e055-000000000001,147003,BALLYMASCANLAN,BAILE MHIC SCANLÁIN,Y,4da0bce9-d4bd-47ec-bdd9-506dbfc65774,DUNDALK-CARLINGFORD,13140400,N,2ae19629-1491-13a3-e055-000000000001,LOUTH COUNTY COUNCIL,LH,LOUTH,Lú,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,1181,1091,2272,742,13,22,74,851,25021000,Sq Metres,25021087.5133667,39672.2739182109,2ae19629-1950-13a3-e055-000000000001,127,333,158,230,100,42,101,1091,108,412,293,93,96,34,145,1181,235,745,451,323,196,76,246,2272,3085
2ae19629-1954-13a3-e055-000000000001,2ae19629-1954-13a3-e055-000000000001,AN GEATA MÓR THEAS,CSO ED-2022,2ae19629-1954-13a3-e055-000000000001,157007,AN GEATA MÓR THEAS,AN GEATA MÓR THEAS,Y,2ae19629-3f17-13a3-e055-000000000001,BELMULLET,13150403,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,438,443,881,332,5,130,68,535,41738000,Sq Metres,41737673.8428955,117525.783386237,2ae19629-1954-13a3-e055-000000000001,18,102,42,109,72,28,72,443,15,123,75,55,79,15,76,438,33,225,117,164,151,43,148,881,3086
2ae19629-1955-13a3-e055-000000000001,2ae19629-1955-13a3-e055-000000000001,AN GEATA MÓR THUAIDH,CSO ED-2022,2ae19629-1955-13a3-e055-000000000001,157008,AN GEATA MÓR THUAIDH,AN GEATA MÓR THUAIDH,Y,2ae19629-3f17-13a3-e055-000000000001,BELMULLET,13150403,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,515,499,1014,385,7,73,64,529,43145000,Sq Metres,43144702.652771,62605.4041747994,2ae19629-1955-13a3-e055-000000000001,41,140,57,103,62,33,63,499,26,193,90,44,55,22,85,515,67,333,147,147,117,55,148,1014,3087
2ae19629-195b-13a3-e055-000000000001,2ae19629-195b-13a3-e055-000000000001,KILMEENA,CSO ED-2022,2ae19629-195b-13a3-e055-000000000001,157102,KILMEENA,CILL MHÍONA,Y,2ae19629-3ef4-13a3-e055-111110000001,WESTPORT,13150404,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,786,830,1616,567,11,108,50,736,36166000,Sq Metres,36165669.2407837,136792.20200641,2ae19629-195b-13a3-e055-000000000001,108,252,113,156,100,28,73,830,70,302,147,60,102,9,96,786,178,554,260,216,202,37,169,1616,3088
2ae19629-1964-13a3-e055-000000000001,2ae19629-1964-13a3-e055-000000000001,CLOONMORE,CSO ED-2022,2ae19629-1964-13a3-e055-000000000001,157056,CLOONMORE,CLUAIN MÓR,Y,2ae19629-3ef4-13a3-e055-999110000001,SWINFORD,13150405,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,197,237,434,198,3,22,34,257,30969000,Sq Metres,30969320.5496826,43850.7579217604,2ae19629-1964-13a3-e055-000000000001,12,53,26,74,28,12,32,237,7,56,36,21,41,7,29,197,19,109,62,95,69,19,61,434,3089
2ae19629-1965-13a3-e055-000000000001,2ae19629-1965-13a3-e055-000000000001,CONG,CSO ED-2022,2ae19629-1965-13a3-e055-000000000001,157057,CONG,CONGA,Y,2ae19629-3f15-13a3-e055-000000000001,CLAREMORRIS,13150401,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,464,530,994,327,4,44,63,438,35877000,Sq Metres,35876845.3347473,55173.4567194243,2ae19629-1965-13a3-e055-000000000001,59,195,55,100,51,19,51,530,52,194,74,42,45,7,50,464,111,389,129,142,96,26,101,994,3090
2ae19629-196e-13a3-e055-000000000001,2ae19629-196e-13a3-e055-000000000001,CORRAUN,CSO ED-2022,2ae19629-196e-13a3-e055-000000000001,157060,CORRAUN,AN CORRÁN,Y,2ae19629-3f17-13a3-e055-000000000001,BELMULLET,13150403,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,358,354,712,280,2,119,72,473,74052000,Sq Metres,74052398.1612244,60055.9948629993,2ae19629-196e-13a3-e055-000000000001,21,78,36,111,45,22,41,354,18,129,49,43,54,18,47,358,39,207,85,154,99,40,88,712,3091
2ae19629-1978-13a3-e055-000000000001,2ae19629-1978-13a3-e055-000000000001,CROAGHPATRICK,CSO ED-2022,2ae19629-1978-13a3-e055-000000000001,157063,CROAGHPATRICK,CRUACH PHÁDRAIG,Y,2ae19629-3ef4-13a3-e055-111110000001,WESTPORT,13150404,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,366,333,699,265,15,102,41,423,29314000,Sq Metres,29313922.4033813,56441.5026035922,2ae19629-1978-13a3-e055-000000000001,58,89,38,74,35,11,28,333,49,133,70,31,34,7,42,366,107,222,108,105,69,18,70,699,3092
2ae19629-197a-13a3-e055-000000000001,2ae19629-197a-13a3-e055-000000000001,CROSSMOLINA NORTH,CSO ED-2022,2ae19629-197a-13a3-e055-000000000001,157065,CROSSMOLINA NORTH,CROIS MHAOILÍONA THUAIDH,Y,2ae19629-3f14-13a3-e055-000000000001,BALLINA,13150400,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,560,545,1105,450,1,19,79,549,28263000,Sq Metres,28262706.1087036,44624.6943377619,2ae19629-197a-13a3-e055-000000000001,52,141,79,143,53,28,49,545,31,163,128,59,86,20,73,560,83,304,207,202,139,48,122,1105,3093
2ae19629-1985-13a3-e055-000000000001,2ae19629-1985-13a3-e055-000000000001,KNOCKADAFF,CSO ED-2022,2ae19629-1985-13a3-e055-000000000001,157110,KNOCKADAFF,CNOC AN DAIMH,Y,2ae19629-3f17-13a3-e055-000000000001,BELMULLET,13150403,Y,2ae19629-1493-13a3-e055-000000000001,MAYO COUNTY COUNCIL,MO,MAYO,Maigh Eo,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,151,163,314,127,0,23,27,177,33158000,Sq Metres,33157807.0562744,52347.6955315525,2ae19629-1985-13a3-e055-000000000001,8,45,6,16,26,14,48,163,9,38,15,11,19,9,50,151,17,83,21,27,45,23,98,314,3094
2ae19629-1989-13a3-e055-000000000001,2ae19629-1989-13a3-e055-000000000001,BREENCORRAGH,CSO ED-2022,2ae19629-1989-13a3-e055-000000000001,207016,BREENCORRAGH,BRUÍON CHORRACH,Y,2ae19629-3f27-13a3-e055-000000000001,BALLYMOTE-TOBERCURRY,13200400,Y,2ae19629-1498-13a3-e055-000000000001,SLIGO COUNTY COUNCIL,SO,SLIGO,Sligeach,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,53,64,117,48,0,7,10,65,37720000,Sq Metres,37719980.6578979,45521.6771993491,2ae19629-1989-13a3-e055-000000000001,8,12,12,12,6,2,12,64,4,13,15,4,5,1,11,53,12,25,27,16,11,3,23,117,3095
2ae19629-1992-13a3-e055-000000000001,2ae19629-1992-13a3-e055-000000000001,KILTEEVAN,CSO ED-2022,2ae19629-1992-13a3-e055-000000000001,197079,KILTEEVAN,CILL TAOBHÁIN,Y,2ae19629-3f25-13a3-e055-000000000001,ROSCOMMON,13190401,Y,2ae19629-1497-13a3-e055-000000000001,ROSCOMMON COUNTY COUNCIL,RN,ROSCOMMON,Ros Comáin,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,268,285,553,185,2,14,27,228,36148000,Sq Metres,36147820.6542358,39811.4025589557,2ae19629-1992-13a3-e055-000000000001,32,99,43,48,30,6,27,285,30,108,73,11,17,3,26,268,62,207,116,59,47,9,53,553,3096
2ae19629-199b-13a3-e055-000000000001,2ae19629-199b-13a3-e055-000000000001,KILTULLAGH,CSO ED-2022,2ae19629-199b-13a3-e055-000000000001,197081,KILTULLAGH,CILL TULACH,Y,2ae19629-3f25-13a3-e055-000000000001,ROSCOMMON,13190401,Y,2ae19629-1497-13a3-e055-000000000001,ROSCOMMON COUNTY COUNCIL,RN,ROSCOMMON,Ros Comáin,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,581,604,1185,458,16,35,89,598,44730000,Sq Metres,44729838.3009949,39617.1288131689,2ae19629-199b-13a3-e055-000000000001,27,123,87,174,76,45,72,604,26,150,143,76,93,16,77,581,53,273,230,250,169,61,149,1185,3097
2ae19629-199d-13a3-e055-000000000001,2ae19629-199d-13a3-e055-000000000001,KNOCKAREE,CSO ED-2022,2ae19629-199d-13a3-e055-000000000001,207055,KNOCKAREE,CNOC NA RIABH,Y,2ae19629-3ef4-13a3-e055-007589300001,SLIGO-STRANDHILL,13200402,Y,2ae19629-1498-13a3-e055-000000000001,SLIGO COUNTY COUNCIL,SO,SLIGO,Sligeach,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,2113,1964,4077,1532,24,99,118,1773,23677000,Sq Metres,23677029.981781,40805.3618944933,2ae19629-199d-13a3-e055-000000000001,367,724,266,224,159,33,191,1964,327,875,391,92,147,24,257,2113,694,1599,657,316,306,57,448,4077,3098
2ae19629-19a8-13a3-e055-000000000001,2ae19629-19a8-13a3-e055-000000000001,BUNCROWEY,CSO ED-2022,2ae19629-19a8-13a3-e055-000000000001,207018,BUNCROWEY,BUN CRUMHAÍ,Y,2ae19629-3f27-13a3-e055-000000000001,BALLYMOTE-TOBERCURRY,13200400,Y,2ae19629-1498-13a3-e055-000000000001,SLIGO COUNTY COUNCIL,SO,SLIGO,Sligeach,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,138,156,294,123,2,6,39,170,25923000,Sq Metres,25923400.2223206,39262.5506714987,2ae19629-19a8-13a3-e055-000000000001,12,40,20,21,14,16,33,156,1,42,27,11,12,6,39,138,13,82,47,32,26,22,72,294,3099
2ae19629-19b2-13a3-e055-000000000001,2ae19629-19b2-13a3-e055-000000000001,LOUGHGLINN,CSO ED-2022,2ae19629-19b2-13a3-e055-000000000001,197088,LOUGHGLINN,LOCH GLINNE,Y,2ae19629-3f25-13a3-e055-000000000001,ROSCOMMON,13190401,Y,2ae19629-1497-13a3-e055-000000000001,ROSCOMMON COUNTY COUNCIL,RN,ROSCOMMON,Ros Comáin,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,387,393,780,330,2,28,76,436,33613000,Sq Metres,33612569.4438477,42061.5762886439,2ae19629-19b2-13a3-e055-000000000001,16,88,52,103,47,21,66,393,21,102,91,37,46,7,83,387,37,190,143,140,93,28,149,780,3100
2ae19629-19bd-13a3-e055-000000000001,2ae19629-19bd-13a3-e055-000000000001,MOTE,CSO ED-2022,2ae19629-19bd-13a3-e055-000000000001,197091,MOTE,AN MÓTA,Y,2ae19629-3f25-13a3-e055-000000000001,ROSCOMMON,13190401,Y,2ae19629-1497-13a3-e055-000000000001,ROSCOMMON COUNTY COUNCIL,RN,ROSCOMMON,Ros Comáin,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,493,516,1009,345,5,15,41,406,32909000,Sq Metres,32908675.0480042,57052.8859079561,2ae19629-19bd-13a3-e055-000000000001,79,159,72,93,51,15,47,516,52,197,109,38,44,7,46,493,131,356,181,131,95,22,93,1009,3101
2ae19629-19cd-13a3-e055-000000000001,2ae19629-19cd-13a3-e055-000000000001,CLIFFONY SOUTH,CSO ED-2022,2ae19629-19cd-13a3-e055-000000000001,207027,CLIFFONY SOUTH,CLIAFUINE THEAS,Y,2ae19629-3f28-13a3-e055-000000000001,SLIGO-DRUMCLIFF,13200401,Y,2ae19629-1498-13a3-e055-000000000001,SLIGO COUNTY COUNCIL,SO,SLIGO,Sligeach,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,274,303,577,217,5,33,34,289,19681000,Sq Metres,19680575.4729919,44952.5871131996,2ae19629-19cd-13a3-e055-000000000001,39,76,44,57,34,10,43,303,30,82,75,16,28,3,40,274,69,158,119,73,62,13,83,577,3102
2ae19629-19d4-13a3-e055-000000000001,2ae19629-19d4-13a3-e055-000000000001,ROSCOMMON RURAL,CSO ED-2022,2ae19629-19d4-13a3-e055-000000000001,197097,ROSCOMMON RURAL,ROS COMÁIN (TUATH),Y,2ae19629-3f25-13a3-e055-000000000001,ROSCOMMON,13190401,Y,2ae19629-1497-13a3-e055-000000000001,ROSCOMMON COUNTY COUNCIL,RN,ROSCOMMON,Ros Comáin,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,2817,2696,5513,1887,28,32,134,2081,44885000,Sq Metres,44885218.2302246,47703.6171104808,2ae19629-19d4-13a3-e055-000000000001,291,775,401,445,299,94,391,2696,211,943,558,234,320,76,475,2817,502,1718,959,679,619,170,866,5513,3103
2ae19629-19db-13a3-e055-000000000001,2ae19629-19db-13a3-e055-000000000001,TEMPLEBOY SOUTH/MULLAGHERUSE,CSO ED-2022,2ae19629-19db-13a3-e055-000000000001,207075,TEMPLEBOY SOUTH/MULLAGHERUSE,TEAMPALL BAOITH THEAS/MULLACHA RUA,Y,2ae19629-3f27-13a3-e055-000000000001,BALLYMOTE-TOBERCURRY,13200400,Y,2ae19629-1498-13a3-e055-000000000001,SLIGO COUNTY COUNCIL,SO,SLIGO,Sligeach,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,135,125,260,93,1,6,23,123,82936000,Sq Metres,82935575.4651794,73044.5631716972,2ae19629-19db-13a3-e055-000000000001,20,28,18,27,16,2,14,125,20,30,29,15,23,2,16,135,40,58,47,42,39,4,30,260,3104
2ae19629-19e6-13a3-e055-000000000001,2ae19629-19e6-13a3-e055-000000000001,TOBERCURRY,CSO ED-2022,2ae19629-19e6-13a3-e055-000000000001,207077,TOBERCURRY,TOBAR AN CHOIRE,Y,2ae19629-3f27-13a3-e055-000000000001,BALLYMOTE-TOBERCURRY,13200400,Y,2ae19629-1498-13a3-e055-000000000001,SLIGO COUNTY COUNCIL,SO,SLIGO,Sligeach,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,1630,1488,3118,1193,20,53,197,1463,37814000,Sq Metres,37814041.1470642,41192.5939018454,2ae19629-19e6-13a3-e055-000000000001,107,367,202,287,150,59,316,1488,90,486,278,137,191,56,392,1630,197,853,480,424,341,115,708,3118,3105
2ae19629-19ed-13a3-e055-000000000001,2ae19629-19ed-13a3-e055-000000000001,CUILMORE,CSO ED-2022,2ae19629-19ed-13a3-e055-000000000001,207033,CUILMORE,AN CHOILL MHÓR,Y,2ae19629-3f27-13a3-e055-000000000001,BALLYMOTE-TOBERCURRY,13200400,Y,2ae19629-1498-13a3-e055-000000000001,SLIGO COUNTY COUNCIL,SO,SLIGO,Sligeach,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,270,285,555,228,2,29,54,313,26802000,Sq Metres,26802029.8356934,44583.6037314771,2ae19629-19ed-13a3-e055-000000000001,16,86,39,65,37,10,32,285,10,101,62,27,39,8,23,270,26,187,101,92,76,18,55,555,3106
2ae19629-19f3-13a3-e055-000000000001,2ae19629-19f3-13a3-e055-000000000001,EDMONDSTOWN,CSO ED-2022,2ae19629-19f3-13a3-e055-000000000001,197057,EDMONDSTOWN,AN TULACHÁN MÓR,Y,2ae19629-3f24-13a3-e055-000000000001,BOYLE,13190400,Y,2ae19629-1497-13a3-e055-000000000001,ROSCOMMON COUNTY COUNCIL,RN,ROSCOMMON,Ros Comáin,Connacht,IE042,West,IE04,Northern and Western,IE0,Ireland,224,234,458,179,6,11,34,230,33397000,Sq Metres,33397107.3502197,41794.5583280936,2ae19629-19f3-13a3-e055-000000000001,16,52,33,59,31,8,35,234,10,65,45,33,32,3,36,224,26,117,78,92,63,11,71,458,3107
2ae19629-19fd-13a3-e055-000000000001,2ae19629-19fd-13a3-e055-000000000001,ABINGTON,CSO ED-2022,2ae19629-19fd-13a3-e055-000000000001,217001,ABINGTON,MAINISTIR UAITHNE,Y,2ae19629-3ef4-13a3-e055-662310000001,NEWPORT,13210405,Y,2ae19629-1499-13a3-e055-000000000001,TIPPERARY COUNTY COUNCIL,TY,TIPPERARY,Tiobraid Árann,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,303,337,640,231,2,1,33,267,49468000,Sq Metres,49467966.3337402,43664.1041328059,2ae19629-19fd-13a3-e055-000000000001,21,93,39,96,35,15,38,337,20,84,61,38,39,13,48,303,41,177,100,134,74,28,86,640,3108
