GUID,GEOGID,GEOGDESC,Reference Geography,ED_GUID,ED_ID_STR,ED_ENGLISH,ED_GAEILGE,ED_OFFICIAL,LEA_GUID,CSO_LEA,LEA_ID,LEA_OFFICIAL,LA_GUID,LOCAL_AUTHORITY,LA_CODE,COUNTY,CONTAE,PROVINCE,NUTS3,NUTS3_NAME,NUTS2,NUTS2_NAME,NUTS1,NUTS1_NAME,Total - Females (Normalisation) ,Total - Males (Normalisation),Total Population (Normalisation),Occupied (Normalisation),Temporarily absent (Normalisation),Unoccupied holiday homes (Normalisation),Other vacant dwellings (Normalisation),Total dwellings (Normalisation),AREA,Area unit of measure,Shape__Area,Shape__Length,GUID,Professional workers - Males,Managerial and technical - Males,Non-manual - Males,Skilled manual - Males,Semi-skilled - Males,Unskilled - Males,All others gainfully occupied and unknown - Males,Total - Males,Professional workers - Females,Managerial and technical - Females,Non-manual - Females,Skilled manual - Females,Semi-skilled - Females,Unskilled - Females,All others gainfully occupied and unknown - Females,Total - Females,Professional workers - Total,Managerial and technical - Total,Non-manual - Total,Skilled manual - Total,Semi-skilled - Total,Unskilled - Total,All others gainfully occupied and unknown - Total,Total,ObjectId
2ae19629-17f7-13a3-e055-000000000001,2ae19629-17f7-13a3-e055-000000000001,JOHN'S B,CSO ED-2022,2ae19629-17f7-13a3-e055-000000000001,128025,JOHN'S B,TOGHROINN EOIN B,Y,2ae19629-3f0b-13a3-e055-000000000001,LIMERICK CITY NORTH,13120421,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,526,512,1038,465,3,0,25,493,330000,Sq Metres,329711.555541992,2386.18848692436,2ae19629-17f7-13a3-e055-000000000001,9,43,35,42,47,18,318,512,10,66,63,23,41,27,296,526,19,109,98,65,88,45,614,1038,98
2ae19629-17f8-13a3-e055-000000000001,2ae19629-17f8-13a3-e055-000000000001,JOHN'S C,CSO ED-2022,2ae19629-17f8-13a3-e055-000000000001,128026,JOHN'S C,TOGHROINN EOIN C,Y,2ae19629-3f0b-13a3-e055-000000000001,LIMERICK CITY NORTH,13120421,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,238,265,503,213,2,0,11,226,74000,Sq Metres,74486.6577758789,1168.50991884303,2ae19629-17f8-13a3-e055-000000000001,16,36,21,27,22,3,140,265,13,28,31,7,21,3,135,238,29,64,52,34,43,6,275,503,99
2ae19629-17f9-13a3-e055-000000000001,2ae19629-17f9-13a3-e055-000000000001,KILLEELY A,CSO ED-2022,2ae19629-17f9-13a3-e055-000000000001,128027,KILLEELY A,CILL LIAILE A,Y,2ae19629-3f0b-13a3-e055-000000000001,LIMERICK CITY NORTH,13120421,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,775,680,1455,569,7,0,41,617,611000,Sq Metres,610698.355163574,4005.95977917326,2ae19629-17f9-13a3-e055-000000000001,16,77,73,125,132,52,205,680,13,92,124,73,146,82,245,775,29,169,197,198,278,134,450,1455,100
2ae19629-17fa-13a3-e055-000000000001,2ae19629-17fa-13a3-e055-000000000001,KILLEELY B,CSO ED-2022,2ae19629-17fa-13a3-e055-000000000001,128028,KILLEELY B,CILL LIAILE B,Y,2ae19629-3f0b-13a3-e055-000000000001,LIMERICK CITY NORTH,13120421,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,469,421,890,382,2,1,21,406,151000,Sq Metres,151346.236694336,1601.19895221559,2ae19629-17fa-13a3-e055-000000000001,10,30,51,58,61,27,184,421,6,41,94,40,68,38,182,469,16,71,145,98,129,65,366,890,101
2ae19629-17fb-13a3-e055-000000000001,2ae19629-17fb-13a3-e055-000000000001,MARKET,CSO ED-2022,2ae19629-17fb-13a3-e055-000000000001,128029,MARKET,AN MARGADH,Y,2ae19629-3f0b-13a3-e055-000000000001,LIMERICK CITY NORTH,13120421,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,1083,1170,2253,903,8,0,95,1006,232000,Sq Metres,232370.98828125,2695.51690565761,2ae19629-17fb-13a3-e055-000000000001,65,178,109,113,127,35,543,1170,48,170,131,59,130,54,491,1083,113,348,240,172,257,89,1034,2253,102
2ae19629-17fc-13a3-e055-000000000001,2ae19629-17fc-13a3-e055-000000000001,PROSPECT A,CSO ED-2022,2ae19629-17fc-13a3-e055-000000000001,128030,PROSPECT A,CNOC AN RADHAIRC A,Y,2ae19629-3f0a-13a3-e055-000000000001,LIMERICK CITY WEST,13120420,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,574,487,1061,519,67,1,43,630,170000,Sq Metres,169761.04699707,1958.76683950638,2ae19629-17fc-13a3-e055-000000000001,7,37,51,68,61,17,246,487,4,40,78,42,63,27,320,574,11,77,129,110,124,44,566,1061,103
2ae19629-17fd-13a3-e055-000000000001,2ae19629-17fd-13a3-e055-000000000001,PROSPECT B,CSO ED-2022,2ae19629-17fd-13a3-e055-000000000001,128031,PROSPECT B,CNOC AN RADHAIRC B,Y,2ae19629-3f0a-13a3-e055-000000000001,LIMERICK CITY WEST,13120420,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,328,319,647,268,3,1,18,290,200000,Sq Metres,200280.201538086,1800.2041737012,2ae19629-17fd-13a3-e055-000000000001,11,36,28,55,30,25,134,319,5,44,39,28,26,32,154,328,16,80,67,83,56,57,288,647,104
2ae19629-17fe-13a3-e055-000000000001,2ae19629-17fe-13a3-e055-000000000001,RATHBANE,CSO ED-2022,2ae19629-17fe-13a3-e055-000000000001,128032,RATHBANE,AN RÁTH BHÁN,Y,2ae19629-3f0c-13a3-e055-000000000001,LIMERICK CITY EAST,13120422,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,958,890,1848,677,1,2,37,717,578000,Sq Metres,578296.545135498,3399.01273937824,2ae19629-17fe-13a3-e055-000000000001,11,86,86,173,146,76,312,890,3,100,137,87,162,103,366,958,14,186,223,260,308,179,678,1848,105
2ae19629-17ff-13a3-e055-000000000001,2ae19629-17ff-13a3-e055-000000000001,SHANNON A,CSO ED-2022,2ae19629-17ff-13a3-e055-000000000001,128033,SHANNON A,AN TSIONAINN A,Y,2ae19629-3f0a-13a3-e055-000000000001,LIMERICK CITY WEST,13120420,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,623,676,1299,528,7,1,12,548,164000,Sq Metres,163513.543304443,1800.23856481915,2ae19629-17ff-13a3-e055-000000000001,58,117,49,50,37,4,361,676,43,135,58,20,31,12,324,623,101,252,107,70,68,16,685,1299,106
2ae19629-1800-13a3-e055-000000000001,2ae19629-1800-13a3-e055-000000000001,SHANNON B,CSO ED-2022,2ae19629-1800-13a3-e055-000000000001,128034,SHANNON B,AN TSIONAINN B,Y,2ae19629-3f0a-13a3-e055-000000000001,LIMERICK CITY WEST,13120420,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,499,743,1242,602,6,1,110,719,186000,Sq Metres,186170.15637207,1808.01534912256,2ae19629-1800-13a3-e055-000000000001,26,68,52,48,73,21,455,743,26,69,47,31,48,16,262,499,52,137,99,79,121,37,717,1242,107
2ae19629-1801-13a3-e055-000000000001,2ae19629-1801-13a3-e055-000000000001,SINGLAND A,CSO ED-2022,2ae19629-1801-13a3-e055-000000000001,128035,SINGLAND A,SAINGEAL A,Y,2ae19629-3f0b-13a3-e055-000000000001,LIMERICK CITY NORTH,13120421,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,852,799,1651,657,6,0,41,704,319000,Sq Metres,318521.679504395,2386.79427364879,2ae19629-1801-13a3-e055-000000000001,25,101,96,146,156,33,242,799,16,115,177,79,149,44,272,852,41,216,273,225,305,77,514,1651,108
2ae19629-1802-13a3-e055-000000000001,2ae19629-1802-13a3-e055-000000000001,SINGLAND B,CSO ED-2022,2ae19629-1802-13a3-e055-000000000001,128036,SINGLAND B,SAINGEAL B,Y,2ae19629-3f0c-13a3-e055-000000000001,LIMERICK CITY EAST,13120422,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,1928,1849,3777,1356,32,0,36,1424,1103000,Sq Metres,1103408.14031982,4515.7030356033,2ae19629-1802-13a3-e055-000000000001,101,338,266,412,327,64,341,1849,93,402,451,201,322,72,387,1928,194,740,717,613,649,136,728,3777,109
2ae19629-1803-13a3-e055-000000000001,2ae19629-1803-13a3-e055-000000000001,St. LAURENCE,CSO ED-2022,2ae19629-1803-13a3-e055-000000000001,128037,St. LAURENCE,TOGHROINN SAN LABHRÁIS,Y,2ae19629-3f0c-13a3-e055-000000000001,LIMERICK CITY EAST,13120422,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,416,572,988,313,3,0,16,332,844000,Sq Metres,844048.31640625,5667.49512508081,2ae19629-1803-13a3-e055-000000000001,24,60,59,108,64,27,230,572,16,69,95,39,46,17,134,416,40,129,154,147,110,44,364,988,110
2ae19629-1804-13a3-e055-000000000001,2ae19629-1804-13a3-e055-000000000001,ABBEYLARA,CSO ED-2022,2ae19629-1804-13a3-e055-000000000001,137001,ABBEYLARA,MAINISTIR LEATHRÁTHA,Y,2ae19629-3f0d-13a3-e055-000000000001,GRANARD,13130400,Y,2ae19629-1490-13a3-e055-000000000001,LONGFORD COUNTY COUNCIL,LD,LONGFORD,An Longfort,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,164,187,351,137,3,5,21,166,12730000,Sq Metres,12730046.9977417,20336.1047415042,2ae19629-1804-13a3-e055-000000000001,12,44,23,34,30,2,42,187,6,50,34,7,34,2,31,164,18,94,57,41,64,4,73,351,111
2ae19629-1805-13a3-e055-000000000001,2ae19629-1805-13a3-e055-000000000001,AGHABOY,CSO ED-2022,2ae19629-1805-13a3-e055-000000000001,137002,AGHABOY,ACHADH BUÍ,Y,2ae19629-3f0d-13a3-e055-000000000001,GRANARD,13130400,Y,2ae19629-1490-13a3-e055-000000000001,LONGFORD COUNTY COUNCIL,LD,LONGFORD,An Longfort,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,338,349,687,243,7,11,40,301,14954000,Sq Metres,14954331.5180054,20578.6446161617,2ae19629-1805-13a3-e055-000000000001,31,78,43,79,64,15,39,349,17,88,81,32,61,14,45,338,48,166,124,111,125,29,84,687,112
2ae19629-180d-13a3-e055-000000000001,2ae19629-180d-13a3-e055-000000000001,BALLYMUIGH,CSO ED-2022,2ae19629-180d-13a3-e055-000000000001,137010,BALLYMUIGH,BAILE MAÍ,Y,2ae19629-3f0e-13a3-e055-000000000001,BALLYMAHON,13130401,Y,2ae19629-1490-13a3-e055-000000000001,LONGFORD COUNTY COUNCIL,LD,LONGFORD,An Longfort,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,121,116,237,100,0,4,13,117,12645000,Sq Metres,12644945.7639771,20692.3288751512,2ae19629-180d-13a3-e055-000000000001,5,30,16,20,17,5,23,116,7,38,26,8,16,6,20,121,12,68,42,28,33,11,43,237,113
2ae19629-180f-13a3-e055-000000000001,2ae19629-180f-13a3-e055-000000000001,BUNLAHY,CSO ED-2022,2ae19629-180f-13a3-e055-000000000001,137012,BUNLAHY,BUN LATHAÍ,Y,2ae19629-3f0d-13a3-e055-000000000001,GRANARD,13130400,Y,2ae19629-1490-13a3-e055-000000000001,LONGFORD COUNTY COUNCIL,LD,LONGFORD,An Longfort,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,107,118,225,80,0,0,10,90,10911000,Sq Metres,10910977.2931213,19889.0705994021,2ae19629-180f-13a3-e055-000000000001,5,27,25,31,10,3,17,118,8,37,21,18,10,1,12,107,13,64,46,49,20,4,29,225,114
2ae19629-1813-13a3-e055-000000000001,2ae19629-1813-13a3-e055-000000000001,KILBRIDE,CSO ED-2022,2ae19629-1813-13a3-e055-000000000001,167043,KILBRIDE,CILL BHRÍDE,Y,2ae19629-3f1c-13a3-e055-000000000001,TRIM,13160404,Y,2ae19629-1494-13a3-e055-000000000001,MEATH COUNTY COUNCIL,MH,MEATH,An Mhí,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,289,287,576,177,3,0,12,192,16051000,Sq Metres,16050816.8959351,20375.7640656797,2ae19629-1813-13a3-e055-000000000001,41,127,32,53,17,6,11,287,33,142,62,21,12,2,17,289,74,269,94,74,29,8,28,576,115
2ae19629-1818-13a3-e055-000000000001,2ae19629-1818-13a3-e055-000000000001,SLIGUFF,CSO ED-2022,2ae19629-1818-13a3-e055-000000000001,017045,SLIGUFF,SLÍ DHUBH,Y,2ae19629-3ef4-13a3-e055-553330000001,MUINEBEAG,1310402,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,270,289,559,192,1,1,14,208,15055000,Sq Metres,15054972.318634,19825.0423309217,2ae19629-1818-13a3-e055-000000000001,30,80,40,72,28,8,31,289,29,81,64,33,31,5,27,270,59,161,104,105,59,13,58,559,116
2ae19629-1820-13a3-e055-000000000001,2ae19629-1820-13a3-e055-000000000001,TANKARDSTOWN,CSO ED-2022,2ae19629-1820-13a3-e055-000000000001,017046,TANKARDSTOWN,BAILE THANCAIRD,Y,2ae19629-3f03-13a3-e055-000000000001,TULLOW,1310401,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,243,244,487,159,4,0,12,175,16825000,Sq Metres,16824613.1218262,21823.281115752,2ae19629-1820-13a3-e055-000000000001,25,66,38,60,18,6,31,244,18,87,46,31,23,2,36,243,43,153,84,91,41,8,67,487,117
2ae19629-1822-13a3-e055-000000000001,2ae19629-1822-13a3-e055-000000000001,TIKNOCK,CSO ED-2022,2ae19629-1822-13a3-e055-000000000001,017048,TIKNOCK,TIGH AN CHNOIC,Y,2ae19629-3f03-13a3-e055-000000000001,TULLOW,1310401,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,166,182,348,115,1,1,10,127,10754000,Sq Metres,10754260.2158203,17467.1539583765,2ae19629-1822-13a3-e055-000000000001,13,48,32,41,27,13,8,182,14,63,26,23,26,6,8,166,27,111,58,64,53,19,16,348,118
2ae19629-1823-13a3-e055-000000000001,2ae19629-1823-13a3-e055-000000000001,TINNAHINCH,CSO ED-2022,2ae19629-1823-13a3-e055-000000000001,017049,TINNAHINCH,TIGH NA HINSE,Y,2ae19629-3ef4-13a3-e055-553330000001,MUINEBEAG,1310402,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,326,328,654,254,2,30,36,322,13808000,Sq Metres,13807857.6486206,21514.3843776216,2ae19629-1823-13a3-e055-000000000001,30,81,41,70,41,12,53,328,22,101,74,30,28,6,65,326,52,182,115,100,69,18,118,654,119
2ae19629-182c-13a3-e055-000000000001,2ae19629-182c-13a3-e055-000000000001,TRIM URBAN,CSO ED-2022,2ae19629-182c-13a3-e055-000000000001,167091,TRIM URBAN,BAILE ÁTHA TROIM (UIRBEACH),Y,2ae19629-3f1c-13a3-e055-000000000001,TRIM,13160404,Y,2ae19629-1494-13a3-e055-000000000001,MEATH COUNTY COUNCIL,MH,MEATH,An Mhí,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,671,712,1383,592,18,2,77,689,641000,Sq Metres,640902.805450439,4246.62397950821,2ae19629-182c-13a3-e055-000000000001,49,179,83,159,83,36,123,712,25,198,130,83,76,30,129,671,74,377,213,242,159,66,252,1383,120
2ae19629-1831-13a3-e055-000000000001,2ae19629-1831-13a3-e055-000000000001,BALLINLOUGH,CSO ED-2022,2ae19629-1831-13a3-e055-000000000001,167007,BALLINLOUGH,BAILE AN LOCHA,Y,2ae19629-3f18-13a3-e055-000000000001,KELLS,13160400,Y,2ae19629-1494-13a3-e055-000000000001,MEATH COUNTY COUNCIL,MH,MEATH,An Mhí,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,107,113,220,69,0,2,10,81,10650000,Sq Metres,10649937.507843,18714.0799546316,2ae19629-1831-13a3-e055-000000000001,9,31,21,39,7,4,2,113,4,40,24,25,8,2,4,107,13,71,45,64,15,6,6,220,121
2ae19629-1836-13a3-e055-000000000001,2ae19629-1836-13a3-e055-000000000001,AGHA,CSO ED-2022,2ae19629-1836-13a3-e055-000000000001,017001,AGHA,ACHADH,Y,2ae19629-3ef4-13a3-e055-553330000001,MUINEBEAG,1310402,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,209,210,419,135,1,1,12,149,12317000,Sq Metres,12316519.4709167,20131.2503915782,2ae19629-1836-13a3-e055-000000000001,24,69,21,49,21,8,18,210,22,92,31,22,19,5,18,209,46,161,52,71,40,13,36,419,122
2ae19629-183c-13a3-e055-000000000001,2ae19629-183c-13a3-e055-000000000001,BALRATHBOYNE,CSO ED-2022,2ae19629-183c-13a3-e055-000000000001,167010,BALRATHBOYNE,BAILE RÁTH BAOITHÍN,Y,2ae19629-3f18-13a3-e055-000000000001,KELLS,13160400,Y,2ae19629-1494-13a3-e055-000000000001,MEATH COUNTY COUNCIL,MH,MEATH,An Mhí,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,325,318,643,209,1,0,6,216,15554000,Sq Metres,15554009.0529175,17872.803134542,2ae19629-183c-13a3-e055-000000000001,28,119,28,72,39,7,25,318,25,121,75,36,44,5,19,325,53,240,103,108,83,12,44,643,123
2ae19629-1841-13a3-e055-000000000001,2ae19629-1841-13a3-e055-000000000001,BALLON,CSO ED-2022,2ae19629-1841-13a3-e055-000000000001,017004,BALLON,BALANA,Y,2ae19629-3f03-13a3-e055-000000000001,TULLOW,1310401,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,407,381,788,253,3,2,20,278,9790000,Sq Metres,9789628.11087036,17141.8450246817,2ae19629-1841-13a3-e055-000000000001,23,90,55,88,37,9,79,381,18,117,72,49,55,7,89,407,41,207,127,137,92,16,168,788,124
2ae19629-1843-13a3-e055-000000000001,2ae19629-1843-13a3-e055-000000000001,BALLYMOON,CSO ED-2022,2ae19629-1843-13a3-e055-000000000001,017006,BALLYMOON,BAILE MUÁIN,Y,2ae19629-3ef4-13a3-e055-553330000001,MUINEBEAG,1310402,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,168,183,351,120,0,1,12,133,14086000,Sq Metres,14086292.8119812,18582.6905620039,2ae19629-1843-13a3-e055-000000000001,24,42,27,40,16,11,23,183,22,44,42,16,15,6,23,168,46,86,69,56,31,17,46,351,125
2ae19629-1847-13a3-e055-000000000001,2ae19629-1847-13a3-e055-000000000001,BOHERBOY,CSO ED-2022,2ae19629-1847-13a3-e055-000000000001,167012,BOHERBOY,AN BÓTHAR BUÍ,Y,2ae19629-3f18-13a3-e055-000000000001,KELLS,13160400,Y,2ae19629-1494-13a3-e055-000000000001,MEATH COUNTY COUNCIL,MH,MEATH,An Mhí,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,161,163,324,111,2,1,8,122,10927000,Sq Metres,10927438.2268372,19683.1091919435,2ae19629-1847-13a3-e055-000000000001,11,48,27,49,23,2,3,163,2,55,47,29,19,2,7,161,13,103,74,78,42,4,10,324,126
2ae19629-1848-13a3-e055-000000000001,2ae19629-1848-13a3-e055-000000000001,BURRY,CSO ED-2022,2ae19629-1848-13a3-e055-000000000001,167013,BURRY,BORRAIDH,Y,2ae19629-3f18-13a3-e055-000000000001,KELLS,13160400,Y,2ae19629-1494-13a3-e055-000000000001,MEATH COUNTY COUNCIL,MH,MEATH,An Mhí,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,129,152,281,91,4,1,5,101,14927000,Sq Metres,14927041.9216003,18836.718429284,2ae19629-1848-13a3-e055-000000000001,22,42,22,40,10,8,8,152,9,45,32,18,16,3,6,129,31,87,54,58,26,11,14,281,127
2ae19629-184e-13a3-e055-000000000001,2ae19629-184e-13a3-e055-000000000001,BORRIS,CSO ED-2022,2ae19629-184e-13a3-e055-000000000001,017008,BORRIS,AN BHUIRÍOS,Y,2ae19629-3ef4-13a3-e055-553330000001,MUINEBEAG,1310402,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,564,520,1084,392,0,15,58,465,16051000,Sq Metres,16050762.090332,21527.9343627188,2ae19629-184e-13a3-e055-000000000001,35,112,58,153,70,23,69,520,34,163,87,83,65,20,112,564,69,275,145,236,135,43,181,1084,128
2ae19629-184f-13a3-e055-000000000001,2ae19629-184f-13a3-e055-000000000001,BURTON HALL,CSO ED-2022,2ae19629-184f-13a3-e055-000000000001,017009,BURTON HALL,BAILE NA COILLE,Y,2ae19629-3f02-13a3-e055-000000000001,CARLOW,1310400,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,261,268,529,172,6,1,7,186,6103000,Sq Metres,6103130.00839233,19563.1393724534,2ae19629-184f-13a3-e055-000000000001,35,91,42,56,19,15,10,268,35,98,60,22,24,11,11,261,70,189,102,78,43,26,21,529,129
2ae19629-1858-13a3-e055-000000000001,2ae19629-1858-13a3-e055-000000000001,CARLOW URBAN,CSO ED-2022,2ae19629-1858-13a3-e055-000000000001,017011,CARLOW URBAN,CEATHARLACH (UIRBEACH),Y,2ae19629-3f02-13a3-e055-000000000001,CARLOW,1310400,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,2416,2633,5049,2182,37,10,264,2493,1845000,Sq Metres,1845433.7383728,5984.22014708375,2ae19629-1858-13a3-e055-000000000001,150,480,277,382,318,133,893,2633,118,507,427,176,300,115,773,2416,268,987,704,558,618,248,1666,5049,130
2ae19629-1859-13a3-e055-000000000001,2ae19629-1859-13a3-e055-000000000001,CLOGRENAN,CSO ED-2022,2ae19629-1859-13a3-e055-000000000001,017012,CLOGRENAN,CLOCH GHRIANÁIN,N,2ae19629-3ef4-13a3-e055-553330000001,MUINEBEAG,1310402,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,556,582,1138,389,6,0,11,406,17737000,Sq Metres,17737250.9451599,21350.695204794,2ae19629-1859-13a3-e055-000000000001,59,144,89,124,81,29,56,582,46,193,124,58,61,21,53,556,105,337,213,182,142,50,109,1138,131
2ae19629-1865-13a3-e055-000000000001,2ae19629-1865-13a3-e055-000000000001,COONOGUE,CSO ED-2022,2ae19629-1865-13a3-e055-000000000001,017015,COONOGUE,CAONÓG,Y,2ae19629-3ef4-13a3-e055-553330000001,MUINEBEAG,1310402,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,98,113,211,75,0,2,13,90,15217000,Sq Metres,15216979.394165,17751.8887101412,2ae19629-1865-13a3-e055-000000000001,22,23,19,22,14,2,11,113,11,32,22,10,12,1,10,98,33,55,41,32,26,3,21,211,132
2ae19629-186f-13a3-e055-000000000001,2ae19629-186f-13a3-e055-000000000001,KILSKEER,CSO ED-2022,2ae19629-186f-13a3-e055-000000000001,167055,KILSKEER,CILL SCÍRE,Y,2ae19629-3f18-13a3-e055-000000000001,KELLS,13160400,Y,2ae19629-1494-13a3-e055-000000000001,MEATH COUNTY COUNCIL,MH,MEATH,An Mhí,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,207,237,444,144,4,1,16,165,15657000,Sq Metres,15656933.7164612,18176.9892751464,2ae19629-186f-13a3-e055-000000000001,30,78,30,58,15,17,9,237,23,76,37,21,20,14,16,207,53,154,67,79,35,31,25,444,133
2ae19629-187b-13a3-e055-000000000001,2ae19629-187b-13a3-e055-000000000001,MAPERATH,CSO ED-2022,2ae19629-187b-13a3-e055-000000000001,167059,MAPERATH,RÁTH AN MHÁBAIGH,Y,2ae19629-3f18-13a3-e055-000000000001,KELLS,13160400,Y,2ae19629-1494-13a3-e055-000000000001,MEATH COUNTY COUNCIL,MH,MEATH,An Mhí,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,235,260,495,173,3,2,21,199,13735000,Sq Metres,13734905.7871094,20935.6916264495,2ae19629-187b-13a3-e055-000000000001,33,82,33,62,21,6,23,260,20,96,48,28,16,2,25,235,53,178,81,90,37,8,48,495,134
2ae19629-187e-13a3-e055-000000000001,2ae19629-187e-13a3-e055-000000000001,GRANGEFORD,CSO ED-2022,2ae19629-187e-13a3-e055-000000000001,017021,GRANGEFORD,AN GHRÁINSEACH,Y,2ae19629-3f03-13a3-e055-000000000001,TULLOW,1310401,Y,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,311,278,589,195,0,0,15,210,14176000,Sq Metres,14176362.4426575,18253.1447353308,2ae19629-187e-13a3-e055-000000000001,29,67,34,58,24,7,59,278,31,100,50,22,26,3,79,311,60,167,84,80,50,10,138,589,135
