application_number,latitude,longitude
4803/19,53.3370344,-6.2612996
2565/20,53.3333632,-6.2667382
2281/20,53.3396814,-6.295052399999999
4798/19,53.3347444,-6.3282475
WEB1193/20,53.3190401,-6.249139899999999
2285/20,53.3434864,-6.2909817
4801/19,53.3154226,-6.264594499999999
4812/19,53.3336518,-6.252257
WEB1199/20,53.3413245,-6.2356666
4825/19,53.3381447,-6.2530655
2598/20,53.30940039999999,-6.257221299999999
4830/19,53.3785672,-6.210086599999999
WEB1198/20,53.3605463,-6.2738869
2314/20,53.3780911,-6.1942262
2611/20,53.3852898,-6.23365
WEB1100/20,53.3270017,-6.288853700000001
2596/20,53.37707990000001,-6.32001
WEB1014/20,53.34846040000001,-6.2682397
2318/20,53.31442329999999,-6.2718899
2004/20,53.38324979999999,-6.1973123
2619/20,53.3164658,-6.232423799999999
WEB1104/20,53.3379049,-6.2251394
WEB1211/20,53.310472,-6.291383000000001
2333/20,53.336803,-6.2324464
2327/20,53.3268528,-6.213816899999999
WEB1107/20,53.404062,-6.2119915
WEB1023/20,53.3089249,-6.2645804
WEB1216/20,53.3265463,-6.3038133
WEB1025/20,53.3353775,-6.2202527
2344/20,53.3217454,-6.3356286
2035/20,53.3898515,-6.2557189
2355/20,53.3601595,-6.2024344
2655/20,53.342697,-6.2452505
2359/20,53.3229805,-6.2982346
2036/20,53.3212069,-6.2076539
2654/20,53.3360397,-6.276804200000001
2044/20,53.342712,-6.356571499999999
2657/20,53.3227087,-6.2615365
2052/20,53.3694865,-6.2141211
WEB1122/20,53.3379049,-6.2251394
2665/20,53.3197029,-6.2999133
2066/20,53.3254174,-6.255300699999999
WEB1236/20,53.3829703,-6.201395499999999
2069/20,53.341968,-6.2525807
WEB1243/20,53.3856446,-6.2494423
WEB1129/20,53.31808419999999,-6.2466509
2668/20,53.3395704,-6.2283659
2673/20,53.3486381,-6.291191
2675/20,53.3239604,-6.2108889
2079/20,53.3655431,-6.2215151
WEB1037/20,53.3415407,-6.318511
WEB1133/20,53.3613829,-6.2857202
2083/20,53.3557841,-6.2485617
WEB1137/20,53.33484319999999,-6.2172893
2086/20,53.3302443,-6.2365227
2696/20,53.3769496,-6.3184192
2415/20,53.3829417,-6.248630299999999
WEB1043/20,53.3299382,-6.3130621
WEB1262/20,53.321227,-6.320534200000001
2689/20,53.3574244,-6.2554792
WEB1261/20,53.3776291,-6.2095934
2136/20,53.3555635,-6.2580345
WEB1269/20,53.3411054,-6.342750199999999
2424/20,53.3222562,-6.2799403
2139/20,53.3234344,-6.2141319
WEB1141/20,53.3856446,-6.2494423
WEB1144/20,53.3270017,-6.288853700000001
2459/20,53.34254790000001,-6.311416899999999
WEB1066/20,53.3427303,-6.2756032
2444/20,53.3808782,-6.164415399999999
WEB1279/20,53.3671206,-6.2080536
WEB1148/20,53.31808419999999,-6.2466509
WEBDSDZ1149/20,53.342446,-6.2388069
2726/20,53.3203774,-6.257158
WEB1285/20,53.3377431,-6.2674637
WEB1046/20,53.30767119999999,-6.264985999999999
2729/20,53.3552374,-6.2317278
