application_number,latitude,longitude
WEB1082/20,53.31892939999999,-6.2065464
4786/19,53.370185,-6.253215399999999
2558/20,53.3976775,-6.201452400000001
2279/20,53.3973594,-6.187072
2284/20,53.3139106,-6.2470764
4802/19,53.3737189,-6.2541706
2588/20,53.34994,-6.256999500000001
2587/20,53.3878806,-6.1986699
2295/20,53.3438606,-6.2732201
2289/20,53.3910004,-6.1838001
2591/20,53.3901189,-6.29813
4824/19,53.3873476,-6.2145943
2310/20,53.324255,-6.3011479
4834/19,53.3660001,-6.2079527
2595/20,53.3780008,-6.3210608
WEB1098/20,53.3087661,-6.256463999999999
WEB1205/20,53.3175987,-6.2870868
4820/19,53.35905570000001,-6.2457873
DSDZ2628/20,53.3474732,-6.2314549
2316/20,53.32233960000001,-6.254578
2003/20,53.349353,-6.2702813
2621/20,53.3603986,-6.239598
2015/20,53.3163204,-6.2807404
2016/20,53.32472509999999,-6.2322225
2640/20,53.3949947,-6.217059
WEB1105/20,53.378924,-6.2359952
2372/20,53.3348947,-6.3274194
2624/20,53.3241769,-6.2454677
2634/20,53.326497,-6.273835699999999
2641/20,53.3362264,-6.2329427
WEB1113/20,53.3682545,-6.316460699999999
2027/20,53.343208,-6.2429303
2409/20,53.34549089999999,-6.2791312
2033/20,53.3673969,-6.283267599999999
WEB1028/20,53.3208636,-6.2065423
2046/20,53.3278206,-6.2739175
2421/20,53.3438172,-6.262429699999999
2050/20,53.3362847,-6.2500395
2658/20,53.3657608,-6.2275751
2380/20,53.3871692,-6.2522321
WEB1123/20,53.3545818,-6.2932201
WEB1030/20,53.315212,-6.2972584
2381/20,53.377045,-6.1901636
2379/20,53.3655937,-6.2691739
2068/20,53.31366629999999,-6.2210237
2671/20,53.3675384,-6.2161291
2670/20,53.3843069,-6.1450787
WEB1035/20,53.3241965,-6.262219399999999
2082/20,53.33839099999999,-6.2650114
WEB1246/20,53.39366829999999,-6.289742
2401/20,53.33364460000001,-6.308243399999999
2686/20,53.3858429,-6.2589636
WEB1251/20,53.3205665,-6.3309142
WEB1256/20,53.3657137,-6.2049465
2396/20,53.3932561,-6.2857641
2097/20,53.3736998,-6.2686996
2684/20,53.3893648,-6.1624382
2423/20,53.3864159,-6.1738614
2408/20,53.38661459999999,-6.2506811
DSDZ2116/20,53.347271,-6.236610000000001
2699/20,53.3178036,-6.2835625
2489/20,53.3338705,-6.2563673
WEB1267/20,53.31701109999999,-6.323209299999999
WEB1271/20,53.3860736,-6.168228000000001
2145/20,53.341968,-6.2525807
2713/20,53.369502,-6.258168
WEB1276/20,53.3731047,-6.202281699999999
2188/20,53.32760949999999,-6.2227222
2719/20,53.3491234,-6.2638884
2451/20,53.3726078,-6.2001551
2115/20,53.3876022,-6.2801364
2716/20,53.3344234,-6.227781299999999
2123/20,53.4023012,-6.2721397
2462/20,53.32772079999999,-6.2194759
2718/20,53.3164658,-6.232423799999999
2480/20,53.365018,-6.217376799999999
2150/20,53.3683172,-6.197376299999999
2727/20,53.3545033,-6.2693204
2162/20,53.3722134,-6.199915
2152/20,53.3354347,-6.2642975
3768/20,53.3413761,-6.2394501
3787/20,53.3608705,-6.2829137
WEB1294/20,53.39096420000001,-6.170927499999999
3821/20,53.3457959,-6.2816988
WEB1881/20,53.3783815,-6.282683
WEB1887/20,53.31967359999999,-6.2634153
3836/20,53.3578791,-6.257624499999999
WEB1891/20,53.37593409999999,-6.183194599999999
WEB1894/20,53.360791,-6.1920039
3845/20,53.32110059999999,-6.210098599999999
WEB1909/20,53.3094466,-6.2559238
WEB1916/20,53.32371759999999,-6.208852299999999
3855/20,53.3428242,-6.262248599999999
WEB1922/20,53.3389114,-6.228770099999999
3866/20,53.3235973,-6.2497951
3880/20,53.33735799999999,-6.2659097
3884/20,53.396605,-6.288704399999999
WEB1941/20,53.3647904,-6.2372432
3899/20,53.3758795,-6.332108799999999
3909/20,53.31812069999999,-6.2230023
DSDZ3908/20,53.34852069999999,-6.2305835
WEB1953/20,53.3255083,-6.2159339
3915/20,53.3411559,-6.233292899999999
WEB1958/20,53.4065368,-6.169941
WEB1969/20,53.3355345,-6.2715058
WEB1966/20,53.3541417,-6.289322299999999
WEB1981/20,53.3662316,-6.2179031
WEB1979/20,53.3767068,-6.2020107
3956/20,53.3986306,-6.1690105
3959/20,53.34181969999999,-6.357450699999999
WEB1992/20,53.3611361,-6.3066346
3977/20,53.3293956,-6.211958399999999
WEB1004/21,53.3711271,-6.202285799999999
3988/20,53.3246553,-6.2614374
4016/20,53.36816349999999,-6.1856509
4008/20,53.37720710000001,-6.2039529
4033/20,53.360487,-6.192071899999999
4017/20,53.3414916,-6.277893
4031/20,53.36175979999999,-6.2908506
2002/21,53.3896787,-6.2333416
3540/20,53.3614329,-6.2093659
3551/20,53.3082498,-6.2790718
WEB1699/20,53.3660314,-6.2266372
2748/20,53.3078177,-6.2702909
3256/20,53.39726109999999,-6.192514699999999
2740/20,53.3151837,-6.2551472
3007/20,53.3905184,-6.196803399999999
WEB1290/20,53.3838737,-6.1537221
WEB1453/20,53.3755788,-6.2048812
3005/20,53.3365405,-6.300034999999999
3010/20,53.352711,-6.2980285
2760/20,53.3537737,-6.2330656
WEB1458/20,53.3047171,-6.2890897
WEB1714/20,53.31724730000001,-6.2797741
WEB1459/20,53.35534029999999,-6.2353742
3015/20,53.3389203,-6.243903599999999
3573/20,53.3364805,-6.2651527
WEB1460/20,53.38430049999999,-6.1789569
3016/20,53.3832076,-6.180821099999999
