application_number,latitude,longitude
2547/20,53.3761306,-6.2151726
WEB1086/20,53.3087661,-6.256463999999999
4795/19,53.33950979999999,-6.279992699999999
WEB1188/20,53.3620497,-6.184564399999999
2277/20,53.3286354,-6.238235599999999
DSDZ2590/20,53.4027626,-6.1631988
WEB1088/20,53.35450059999999,-6.2930584
2592/20,53.3784515,-6.2840454
4823/19,53.3420426,-6.2272455
2606/20,53.314527,-6.3102246
2300/20,53.3662772,-6.217270699999999
2297/20,53.3800197,-6.2248006
4844/19,53.3732429,-6.3046396
2608/20,53.34221059999999,-6.238677699999999
4840/19,53.3326252,-6.253724
4822/19,53.33264980000001,-6.263532
WEB1101/20,53.3617429,-6.185098699999999
2308/20,53.400454,-6.2057418
4841/19,53.3373746,-6.263279799999999
WEB1206/20,53.3884353,-6.2576693
2002/20,53.3828396,-6.1507438
2011/20,53.3450562,-6.271027
2370/20,53.363993,-6.3164549
WEB1213/20,53.378924,-6.2359952
WEB1018/20,53.3363685,-6.2271958
WEB1020/20,53.377252,-6.2019825
2335/20,53.3351026,-6.231886299999999
2337/20,53.3165618,-6.3042652
2632/20,53.3292811,-6.235903899999999
2020/20,53.3246118,-6.242748
WEB1112/20,53.3687762,-6.1808954
WEB1024/20,53.3343818,-6.217708099999999
2026/20,53.3416079,-6.2283469
WEB1224/20,53.3190401,-6.249139899999999
WEB1225/20,53.37721879999999,-6.1646129
2045/20,53.3122646,-6.2801632
2652/20,53.2869202,-6.1577921
WEB1119/20,53.3617429,-6.185098699999999
WEB1117/20,53.36791419999999,-6.192500400000001
2662/20,53.3742372,-6.2294857
WEB1120/20,53.3125365,-6.2475537
2373/20,53.3318636,-6.2159268
2056/20,53.341783,-6.264789599999999
WEB1240/20,53.36303729999999,-6.2882766
WEB1126/20,53.3779834,-6.211772
2070/20,53.3260333,-6.240365199999999
2095/20,53.3161988,-6.2733153
2384/20,53.4074088,-6.167507899999999
2398/20,53.3327946,-6.2538587
2386/20,53.33288599999999,-6.2173666
WEB1248/20,53.31701109999999,-6.323209299999999
WEB1039/20,53.3847325,-6.228811899999999
WEB1250/20,53.3768796,-6.2370959
WEB1038/20,53.3222433,-6.3294384
WEB1258/20,53.36303729999999,-6.2882766
WEB1136/20,53.3800789,-6.2746607
2099/20,53.3607478,-6.251134200000001
2692/20,53.3423045,-6.2129542
2106/20,53.329548,-6.2791447
2109/20,53.3129874,-6.2780612
WEB1042/20,53.3901189,-6.29813
2706/20,53.3579586,-6.257132599999999
2449/20,53.34027220000001,-6.2231948
WEB1268/20,53.3912233,-6.3119144
2425/20,53.35356299999999,-6.2596659
WEB1053/20,53.3724594,-6.2035528
WEB1277/20,53.39366829999999,-6.289742
DSDZ2186/20,53.34977809999999,-6.2325154
2457/20,53.36358749999999,-6.237577
DSDZ2708/20,53.3444341,-6.2390208
2442/20,53.39241149999999,-6.2843785
2126/20,53.3151191,-6.2305433
WEB1282/20,53.3854312,-6.249476
WEB1049/20,53.3682552,-6.265619699999999
2134/20,53.3964139,-6.255616799999999
WEB1289/20,53.3198678,-6.2995367
2151/20,53.3877466,-6.246785699999999
2433/20,53.3670582,-6.2887187
2735/20,53.3714355,-6.319159000000001
WEB1295/20,53.36613,-6.3003357
3804/20,53.3438206,-6.2626051
WEB1868/20,53.3501938,-6.2685629
WEB1876/20,53.3705559,-6.3155389
3816/20,53.3542253,-6.293462099999999
