application_number,latitude,longitude
2268/20,53.34845439999999,-6.2735674
4797/19,53.36749829999999,-6.2994277
2562/20,53.3598008,-6.2623375
WEB1084/20,53.3233697,-6.2786139
WEB1007/20,53.3217262,-6.2835699
4809/19,53.3346733,-6.296204299999999
2282/20,53.3363816,-6.295771999999999
WEB1094/20,53.3724594,-6.2035528
4816/19,53.3847321,-6.164916799999999
WEB1092/20,53.3183123,-6.2510552
2599/20,53.3634136,-6.2074604
2296/20,53.37983939999999,-6.199405
WEB1096/20,53.380219,-6.190022799999999
DSDZ4842/19,53.3498053,-6.2603097
2298/20,53.3516059,-6.350687199999999
2616/20,53.3832599,-6.2387703
4837/19,53.3828731,-6.1654649
WEB1191/20,53.33187100000001,-6.221093799999999
2629/20,53.3920518,-6.2613251
2319/20,53.327923,-6.255092599999999
2324/20,53.3377381,-6.2847783
2604/20,53.3348595,-6.2726106
2014/20,53.3150848,-6.2577696
GSDZ2637/20,53.3577471,-6.287361499999999
2638/20,53.3308946,-6.2523984
WEB1210/20,53.371139,-6.235619300000001
2635/20,53.3612168,-6.2874568
2021/20,53.3608519,-6.284548999999999
2345/20,53.32170379999999,-6.3356033
2019/20,53.3338453,-6.239711799999999
WEB1220/20,53.3612346,-6.2530557
WEB1203/20,53.379622,-6.2052637
2348/20,53.3845466,-6.2245515
2030/20,53.3387294,-6.375864399999999
2353/20,53.32053089999999,-6.2191784
2350/20,53.34381639999999,-6.2614242
2360/20,53.3240091,-6.2492773
2051/20,53.3603986,-6.239598
WEB1229/20,53.3766256,-6.2415914
2054/20,53.3709289,-6.196716899999999
2060/20,53.3675992,-6.255457799999999
WEB1230/20,53.3402507,-6.234918899999999
2378/20,53.3319015,-6.2750308
WEB1127/20,53.3223619,-6.215548
WEB1029/20,53.3845732,-6.2311524
2666/20,53.338347,-6.2310804
2362/20,53.3598008,-6.2623375
2383/20,53.3216954,-6.2743744
2072/20,53.3884187,-6.279283299999999
WEB1130/20,53.3860572,-6.1628347
2390/20,53.4033858,-6.1711059
WEB1041/20,53.3980304,-6.3125515
2391/20,53.33414819999999,-6.2920278
2085/20,53.350432,-6.259529
2397/20,53.3327102,-6.2538645
2103/20,53.3344234,-6.227781299999999
2678/20,53.3657389,-6.264130799999999
WEB1139/20,53.3223619,-6.215548
2101/20,53.339451,-6.319170499999999
2419/20,53.3487812,-6.2580599
2417/20,53.3483447,-6.2765366
2406/20,53.3767063,-6.237606500000001
WEB1045/20,53.37805420000001,-6.1687175
DSDZ2140/20,53.3501671,-6.241645
WEB1272/20,53.36508449999999,-6.319654799999999
2707/20,53.3227087,-6.2615365
