application_number,latitude,longitude
4790/19,53.3473868,-6.280684399999999
2561/20,53.31982259999999,-6.2296169
2340/20,53.3501932,-6.257488299999999
4805/19,53.3461937,-6.250039399999999
WEB1194/20,53.3917279,-6.301062399999999
2283/20,53.3460525,-6.2544393
WEB1089/20,53.3700397,-6.2041334
4814/19,53.3113114,-6.2830271
WEB1202/20,53.3254516,-6.3015126
4839/19,53.3958003,-6.188514
2589/20,53.3499889,-6.2647379
4819/19,53.3555115,-6.3687911
4845/19,53.33538859999999,-6.3013616
WEB1097/20,53.388991,-6.273032199999999
2303/20,53.33951589999999,-6.245691799999999
WEB1099/20,53.3674536,-6.1806394
2302/20,53.336947,-6.3020688
4813/19,53.3202356,-6.2750337
2322/20,53.3837164,-6.211386699999999
2005/20,53.3344234,-6.227781299999999
2614/20,53.3772979,-6.2873279
2315/20,53.4033618,-6.179926999999999
WEB1209/20,53.36919510000001,-6.2112474
WEB1017/20,53.3217262,-6.2835699
WEB1106/20,53.3261441,-6.325342699999999
WEB1212/20,53.404062,-6.2119915
WEB1022/20,53.3168378,-6.207461299999999
2622/20,53.35760029999999,-6.2478815
2025/20,53.3779745,-6.1755396
2343/20,53.3288703,-6.2557421
2038/20,53.38826839999999,-6.29824
2357/20,53.3372556,-6.2298281
2647/20,53.3591684,-6.2934325
2410/20,53.3434864,-6.2909817
2352/20,53.3934709,-6.1900298
2650/20,53.3240091,-6.2492773
2042/20,53.32258909999999,-6.2742061
WEB1231/20,53.371139,-6.235619300000001
2049/20,53.3410466,-6.261383599999999
2366/20,53.3696981,-6.2657419
2663/20,53.3758454,-6.2036608
WEB1234/20,53.3931142,-6.2865438
WEB1239/20,53.3650637,-6.2414812
2075/20,53.3129966,-6.2641044
WEB1244/20,53.3305415,-6.2298404
WEB1128/20,53.375521,-6.2479568
2367/20,53.3565517,-6.264545699999999
2676/20,53.3522216,-6.3483193
2677/20,53.3438275,-6.2552135
2091/20,53.3335551,-6.2414846
WEB1036/20,53.3601659,-6.184953699999999
2402/20,53.3688906,-6.2064547
2098/20,53.3431735,-6.29026
2395/20,53.3682907,-6.2749318
2094/20,53.3154226,-6.264594499999999
2694/20,53.32926939999999,-6.2105476
2428/20,53.335608,-6.2373584
WEB1044/20,53.3145216,-6.2867033
WEB1260/20,53.3754623,-6.2018702
2111/20,53.3669749,-6.2326089
WEB1263/20,53.3430569,-6.3554035
2130/20,53.3990932,-6.2767262
WEB1051/20,53.362663,-6.307229299999999
WEB1265/20,53.3366615,-6.2965884
2141/20,53.3986139,-6.276767599999999
WEB1143/20,53.3664508,-6.2232824
2440/20,53.3187064,-6.239363399999999
2441/20,53.3754475,-6.1856206
2185/20,53.328424,-6.2523348
2113/20,53.3228466,-6.2690332
WEB1280/20,53.367259,-6.2077087
WEB1147/20,53.3402749,-6.221871699999999
WEB1150/20,53.34678599999999,-6.354876099999999
2725/20,53.404747,-6.1630996
2471/20,53.3178036,-6.2835625
WEB1052/20,53.37532969999999,-6.234182499999999
2720/20,53.32165759999999,-6.2601258
2160/20,53.3762828,-6.183793199999999
WEB1156/20,53.3652579,-6.188212399999999
WEB1293/20,53.3237537,-6.266764100000001
WEB1444/20,53.3504476,-6.236071799999999
3765/20,53.3367752,-6.2211187
WEB1879/20,53.3836351,-6.233398299999999
3813/20,53.3115993,-6.254473099999999
WEB1882/20,53.3726298,-6.2613829
3830/20,53.3469828,-6.263869
3811/20,53.4029549,-6.2409269
3824/20,53.329321,-6.3589126
3837/20,53.35504049999999,-6.268822699999999
WEB1906/20,53.3823872,-6.2044761
WEB1905/20,53.39090849999999,-6.25273
WEB1902/20,53.3726298,-6.2613829
3851/20,53.3365224,-6.2408094
WEB1918/20,53.3834937,-6.2848897
3858/20,53.342039,-6.2622909
WEB1931/20,53.3662316,-6.2179031
WEB1933/20,53.3754859,-6.2691648
WEB1939/20,53.3239445,-6.252936999999999
3886/20,53.3600212,-6.2769799
WEB1947/20,53.3922362,-6.2920282
3907/20,53.3350389,-6.2397421
WEB1955/20,53.3669737,-6.209158
3921/20,53.3124451,-6.269343999999999
3930/20,53.3887807,-6.263685
3950/20,53.3862076,-6.1936314
WEB1963/20,53.3176679,-6.3092223
WEB1974/20,53.38563320000001,-6.1674456
3963/20,53.3812715,-6.2764686
3954/20,53.3283861,-6.2518169
3961/20,53.3762177,-6.1887353
WEB1991/20,53.3301781,-6.3136772
3972/20,53.3380175,-6.2475293
WEB1002/21,53.3094466,-6.2559238
3986/20,53.3717522,-6.265420400000001
GSDZ4003/20,53.3537274,-6.2792177
3999/20,53.3353589,-6.3175234
4041/20,53.3814224,-6.1871171
4023/20,53.34575570000001,-6.306395
4034/20,53.3367794,-6.277985
2010/21,53.3946389,-6.2161433
3546/20,53.3276377,-6.2880838
3560/20,53.3807992,-6.1906115
2995/20,53.357254,-6.2534101
3242/20,53.3116965,-6.2526761
2745/20,53.3552437,-6.2937737
2744/20,53.3089357,-6.2697752
2743/20,53.3356978,-6.2686118
3569/20,53.3803503,-6.2106828
3566/20,53.322375,-6.263059500000001
3253/20,53.3295666,-6.3435835
3012/20,53.3910072,-6.255781300000001
3008/20,53.3905184,-6.196803399999999
WEB1457/20,53.3596363,-6.2440247
3559/20,53.3368482,-6.284091399999999
WEB1316/20,53.3725292,-6.198246500000001
3262/20,53.32427209999999,-6.2072645
WEB1597/20,53.3353775,-6.2202527
3578/20,53.3344752,-6.2389211
3276/20,53.3849308,-6.2373238
3017/20,53.3529813,-6.3561668
3568/20,53.3849048,-6.2698887
3019/20,53.3255223,-6.222719400000001
3596/20,53.33706900000001,-6.243546599999999
3027/20,53.3287966,-6.2292698
WEB1722/20,53.3145417,-6.2747147
3035/20,53.33264980000001,-6.263532
3053/20,53.3730428,-6.252675699999999
3056/20,53.3436678,-6.2427394
3278/20,53.3762274,-6.2541338
3287/20,53.3060887,-6.2858069
WEB1472/20,53.3881603,-6.173122999999999
3049/20,53.39602379999999,-6.309310399999999
3307/20,53.3763764,-6.2389972
WEB1346/20,53.3244864,-6.254919699999999
WEB1733/20,53.3995709,-6.1512442
WEB1607/20,53.35178519999999,-6.349728799999999
WEB1735/20,53.3312403,-6.297076199999999
WEB1337/20,53.3061282,-6.290905299999999
WEB1741/20,53.362379,-6.2838192
3626/20,53.3534154,-6.262643499999999
2778/20,53.316424,-6.2186393
2772/20,53.346287,-6.2443235
WEB1610/20,53.32660749999999,-6.261792300000001
WEB1743/20,53.3889716,-6.281950999999999
WEB1485/20,53.3625789,-6.1791491
WEB1747/20,53.3889303,-6.2779811
WEB1752/20,53.335475,-6.2431021
2826/20,53.3290036,-6.3325225
WEB1347/20,53.4074804,-6.1781896
3072/20,53.31599809999999,-6.265403099999999
2833/20,53.3631335,-6.2139865
2811/20,53.3416061,-6.267976099999999
3639/20,53.3317026,-6.2707972
2818/20,53.3724873,-6.252204
2832/20,53.4100483,-6.2142605
3089/20,53.3619458,-6.2774141
WEB1503/20,53.3316208,-6.217191499999999
2836/20,53.3351812,-6.2970097
3641/20,53.3628086,-6.2447617
3631/20,53.3115409,-6.2679468
3104/20,53.3769773,-6.182813899999999
WEB1510/20,53.3815175,-6.2360666
3667/20,53.37663629999999,-6.1824879
3670/20,53.3604278,-6.265942799999999
2838/20,53.3268725,-6.2190467
WEB1618/20,53.378301,-6.2306037
WEB1517/20,53.3382714,-6.2328655
WEB1523/20,53.3768626,-6.2375322
3661/20,53.3077285,-6.2997201
WEB1366/20,53.3805242,-6.2099041
WEB1526/20,53.3317894,-6.3261466
WEB1367/20,53.39566199999999,-6.2896996
3341/20,53.3570676,-6.2682932
WEB1368/20,53.3777038,-6.161828499999999
3316/20,53.3229604,-6.245713299999999
WEB1534/20,53.380108,-6.190529400000001
2870/20,53.364186,-6.233003399999999
WEB1775/20,53.3189263,-6.3363282
3674/20,53.3344752,-6.2389211
3692/20,53.3363816,-6.295771999999999
3689/20,53.3763841,-6.181029199999999
3130/20,53.38729069999999,-6.2180046
WEB1787/20,53.3135055,-6.292104699999999
2879/20,53.34430949999999,-6.2660651
WEB1792/20,53.3764534,-6.1729235
3147/20,53.3204335,-6.228332399999999
3141/20,53.3151301,-6.2878542
WEB1388/20,53.3270017,-6.288853700000001
2900/20,53.3484206,-6.2579664
2903/20,53.3638754,-6.3148046
WEB1546/20,53.3343549,-6.278337899999999
3336/20,53.3815202,-6.240448199999999
3163/20,53.311077,-6.274270599999999
3704/20,53.3533838,-6.231189199999999
2917/20,53.364446,-6.2115365
WEB1805/20,53.36094569999999,-6.2630349
WEB1398/20,53.3857398,-6.232175799999999
3161/20,53.3143906,-6.3235643
DSDZ2923/20,53.34983339999999,-6.231567399999999
3718/20,53.3349645,-6.2654915
3713/20,53.3432991,-6.2808889
3731/20,53.3549969,-6.2556474
WEB1405/20,53.3334552,-6.271741599999999
3716/20,53.3290283,-6.2168719
WEB1823/20,53.34072750000001,-6.332681699999999
WEB1410/20,53.3316208,-6.217191499999999
WEB1554/20,53.3481389,-6.3571307
2946/20,53.3373074,-6.2994754
2937/20,53.3402265,-6.2636961
2938/20,53.379919,-6.230257900000001
3741/20,53.4003604,-6.212593
WEB1414/20,53.38100499999999,-6.230639
3203/20,53.3396814,-6.295052399999999
WEB1834/20,53.376162,-6.269031099999999
2956/20,53.3999311,-6.2189212
WEB1566/20,53.3883723,-6.258297199999999
3353/20,53.3765013,-6.236817599999999
WEB1419/20,53.3093685,-6.2569509
3352/20,53.353709,-6.2844178
2964/20,53.3406268,-6.2625265
3210/20,53.36687440000001,-6.2910087
WEB1842/20,53.3836351,-6.233398299999999
3762/20,53.3166331,-6.3013407
3756/20,53.3491982,-6.280135599999999
3755/20,53.3766596,-6.2376284
2981/20,53.3991467,-6.207892699999999
WEB1631/20,53.3963745,-6.2874137
WEB1853/20,53.3228532,-6.251879
3769/20,53.3905012,-6.2636883
WEB1433/20,53.38632399999999,-6.3025935
3224/20,53.3519188,-6.286167600000001
3234/20,53.3742372,-6.2294857
3785/20,53.3793145,-6.263953300000001
WEB1857/20,53.3876442,-6.2485078
3237/20,53.3972736,-6.1606065
WEB1861/20,53.323024,-6.3207339
3249/20,53.3208552,-6.2651864
3393/20,53.390682,-6.2814027
3394/20,53.3284622,-6.323738199999999
WEB1641/20,53.3312403,-6.297076199999999
3400/20,53.3670498,-6.222349599999999
3410/20,53.361555,-6.195481699999999
3414/20,53.3480401,-6.358407
WEB1650/20,53.36852440000001,-6.2666262
3440/20,53.37288969999999,-6.3186674
3439/20,53.32058019999999,-6.3328283
3452/20,53.3509259,-6.2548264
3470/20,53.38146829999999,-6.278103499999999
WEB1658/20,53.3350184,-6.272403
3466/20,53.3848369,-6.1525815
WEB1667/20,53.3625394,-6.238108599999999
3480/20,53.3417399,-6.3070458
3498/20,53.3803503,-6.2106828
3506/20,53.3973594,-6.187072
3513/20,53.3211376,-6.234689299999999
3521/20,53.3228722,-6.267728399999999
3522/20,53.3363704,-6.269217100000001
3535/20,53.3878806,-6.1986699
WEB1688/20,53.3838625,-6.2477323
